,GP,TACKLES_SOLO,TACKLES_AST,TACKLES_TOT,SACKS,SACKS_SCKYDS,SACKS_TFL,INTERCEPTIONS_PD,INTERCEPTIONS_INT,INTERCEPTIONS_YDS,INTERCEPTIONS_LNG,INTERCEPTIONS_TD,FUMBLES_FF,FUMBLES_FR,FUMBLES_FTD,KB,PlayerID
255,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Andre Smith76
256,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Andre Smith57
257,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Andre Smith76
258,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Giovani Bernard25
259,13,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,John Miller67
260,16,89,44,133,2.0,19,6.5,9,4,24,20,0,2,1,0,0,Joe Schobert47
261,16,57,25,82,1.0,8,5.0,7,1,21,21,0,1,0,0,0,Mack Wilson51
262,16,43,19,62,3.0,17,5.5,4,0,0,0,0,3,0,0,0,Sheldon Richardson98
263,11,45,16,61,2.5,13,3.5,6,0,0,0,0,0,0,0,0,Damarious Randall23
264,16,40,12,52,1.0,3,4.0,4,1,0,0,0,1,1,0,0,T.J. Carrie38
265,15,35,15,50,5.5,40,10.0,1,0,0,0,0,0,0,0,0,Larry Ogunjobi65
266,12,37,10,47,0.0,0,3.0,2,0,0,0,0,0,0,0,0,Greedy Williams26
267,12,38,6,44,0.0,0,1.0,11,2,61,61,1,0,1,0,1,Denzel Ward21
268,14,26,6,32,1.0,14,3.5,7,2,42,27,0,1,0,0,0,Juston Burris31
269,10,20,9,29,10.0,63,13.0,0,0,0,0,0,2,0,0,0,Myles Garrett95
270,10,20,6,26,3.5,24,5.5,0,0,0,0,0,1,0,0,0,Olivier Vernon54
271,16,17,9,26,4.0,32,5.0,1,0,0,0,0,0,1,0,0,Chad Thomas92
272,9,15,9,24,1.0,4,3.5,1,0,0,0,0,0,0,0,0,Eric Murray22
273,15,17,4,21,0.0,0,2.0,3,1,28,28,0,0,0,0,0,Terrance Mitchell39
274,15,14,7,21,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Sione Takitaki44
275,6,7,6,13,1.0,10,1.0,0,0,0,0,0,0,1,0,0,Porter Gustin97
276,16,10,3,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,KhaDarel Hodge12
277,6,9,3,12,0.5,4,2.5,0,0,0,0,0,0,0,0,0,Bryan Cox Jr.94
278,1,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Bryan Cox Jr.94
279,14,8,3,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dontrell Hilliard25
280,2,6,5,11,0.0,0,2.0,0,0,0,0,0,0,0,0,0,Christian Kirksey58
281,16,4,5,9,0.0,0,0.0,0,0,0,0,0,0,0,0,1,Tavierre Thomas20
282,11,4,4,8,0.0,0,2.0,1,1,0,0,0,0,1,0,0,Devaroe Lawrence93
283,9,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Eli Ankou91
284,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,D'Ernest Johnson30
285,4,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,J.T. Hassell49
286,9,4,2,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Tae Davis55
287,4,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tae Davis55
288,2,2,3,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Justin Zimmer99
289,7,3,1,4,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Daniel Ekuale96
290,6,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Robert Jackson34
291,4,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Brandin Bryant90
292,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Charley Hughlett47
293,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jarvis Landry80
294,9,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Pharaoh Brown86
295,14,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Chris Hubbard74
296,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Wyatt Teller77
297,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Odell Beckham Jr.13
298,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Baker Mayfield6
299,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jamie Gillan7
300,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Damion Ratley18
301,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Genard Avery58
302,8,2,3,5,0.5,5,0.5,0,0,0,0,0,0,0,0,0,Genard Avery58
303,9,0,1,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Chris Smith50
304,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kendall Lamm70
305,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Eric Kush72
306,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,David Njoku85
307,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Malik Jefferson46
308,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Demetrius Harris86
309,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nick Chubb24
310,2,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Willie Harvey56
311,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Joel Bitonio75
312,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kareem Hunt27
313,1,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Robert McCray52
314,16,72,37,109,1.0,9,10.0,4,2,6,6,0,1,4,1,0,Devin Bush55
315,16,71,34,105,0.0,0,4.0,3,0,0,0,0,0,0,0,0,Terrell Edmunds34
316,16,51,32,83,9.0,61,14.5,6,0,0,0,0,1,1,0,1,Cameron Heyward97
317,16,49,19,68,11.5,57,19.5,3,0,0,0,0,4,2,0,0,Bud Dupree48
318,16,52,13,65,1.5,10,5.5,11,1,1,1,0,1,1,0,0,Mike Hilton28
319,16,59,6,65,0.0,0,3.0,17,5,20,16,0,1,1,0,0,Joe Haden23
320,15,52,9,61,0.0,0,0.0,8,1,33,33,0,0,1,0,0,Steven Nelson22
321,16,35,25,60,4.0,20,5.5,0,0,0,0,0,1,0,0,0,Javon Hargrave93
322,16,35,20,55,14.5,104,23.0,8,2,7,7,0,8,4,0,0,T.J. Watt90
323,14,28,27,55,2.5,18,7.5,1,0,0,0,0,0,0,0,0,Vince Williams98
324,16,21,20,41,1.0,8,4.5,2,0,0,0,0,1,0,0,0,Tyson Alualu94
325,6,18,4,22,3.5,24,6.5,0,0,0,0,0,0,0,0,0,Stephon Tuitt91
326,16,16,2,18,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tyler Matakevich44
327,16,13,3,16,1.0,1,2.0,5,1,26,26,0,0,0,0,0,Cameron Sutton20
328,16,6,7,13,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Jordan Dangerfield37
329,8,8,3,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Robert Spillane41
330,16,3,5,8,0.0,0,0.5,1,0,0,0,0,0,0,0,0,Dan McCullers93
331,10,5,3,8,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Artie Burns25
332,16,5,3,8,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Olasunkanmi Adeniyi92
333,11,4,2,6,0.0,0,0.0,1,1,2,2,0,0,0,0,0,Trey Edmunds33
334,7,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ulysees Gilbert III54
335,12,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,JuJu Smith-Schuster19
336,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Benny Snell Jr.24
337,10,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Justin Layne31
338,10,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Mason Rudolph2
339,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Isaiah Buggs96
340,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,James Washington13
341,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Matt Feiler71
342,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,B.J. Finney67
343,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nick Vannett88
344,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Maurkice Pouncey53
345,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Diontae Johnson18
346,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,David DeCastro66
347,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Chris Boswell9
348,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tevin Jones14
349,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Vance McDonald89
350,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Zach Gentry81
351,16,99,43,142,2.0,11,9.5,2,0,0,0,0,0,2,0,0,Zach Cunningham41
352,14,54,47,101,1.0,4,5.5,3,0,0,0,0,1,2,0,0,Benardrick McKinney55
353,15,57,21,78,0.0,0,1.5,5,2,55,37,0,0,1,0,0,Justin Reid20
354,15,28,24,52,2.5,17,6.0,0,0,0,0,0,0,0,0,0,D.J. Reader98
355,15,31,20,51,3.5,7,3.5,1,0,0,0,0,2,0,0,0,Brennan Scarlett57
356,16,33,15,48,7.5,44,14.0,2,2,88,86,0,4,1,0,0,Whitney Mercilus59
357,14,34,7,41,0.0,0,0.0,7,0,0,0,0,0,0,0,0,Lonnie Johnson Jr.32
358,10,35,3,38,1.0,10,2.0,8,2,49,27,1,1,0,0,0,Bradley Roby21
359,8,20,7,27,0.0,0,0.0,11,0,0,0,0,0,0,0,0,Gareon Conley22
360,6,16,7,23,0.0,0,0.0,2,1,3,3,0,0,0,0,0,Gareon Conley22
361,16,11,14,25,1.0,3,1.0,0,0,0,0,0,0,0,0,0,Brandon Dunn92
362,8,15,9,24,4.0,34,6.5,3,0,0,0,0,1,2,0,0,J.J. Watt99
363,10,10,13,23,1.0,3,1.5,1,0,0,0,0,0,1,0,0,Carlos Watkins91
364,6,16,5,21,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Vernon Hargreaves III28
365,9,36,4,40,0.0,0,0.0,4,1,15,15,1,0,1,0,0,Vernon Hargreaves III28
366,15,11,9,20,0.0,0,1.5,0,0,0,0,0,0,0,0,2,Angelo Blackson97
367,16,10,8,18,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Peter Kalambayi58
368,11,13,3,16,0.0,0,0.0,1,0,0,0,0,0,1,0,0,Dylan Cole51
369,16,9,5,14,0.0,0,1.0,0,0,0,0,0,0,0,0,0,A.J. Moore Jr.33
370,5,7,6,13,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Tyrell Adams50
371,14,8,5,13,3.0,34,4.0,2,0,0,0,0,2,0,0,0,Charles Omenihu94
372,16,10,3,13,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Keion Crossen35
373,6,12,1,13,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Phillip Gaines29
374,14,6,5,11,3.5,27,3.5,0,0,0,0,0,1,0,0,0,Jacob Martin54
375,11,4,5,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Taiwan Jones26
376,3,5,3,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Eddie Vanderdoes95
377,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Buddy Howell38
378,16,5,1,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Barkevious Mingo50
379,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cullen Gillaspia44
380,5,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cornell Armstrong30
381,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Max Scharping74
382,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Duke Johnson25
383,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Xavier Crawford20
384,9,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Keke Coutee16
385,16,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jon Weeks46
386,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kenny Stills12
387,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ka'imi Fairbairn7
388,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Darren Fells87
389,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,DeAndre Hopkins10
390,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Deshaun Watson4
391,16,84,40,124,2.5,3,8.0,2,1,0,0,0,1,0,0,0,Anthony Walker54
392,13,71,50,121,5.0,26,9.5,7,5,92,80,1,2,0,0,0,Darius Leonard53
393,14,53,18,71,0.0,0,3.0,1,0,0,0,0,0,0,0,0,Khari Willis37
394,16,48,17,65,1.0,12,3.5,2,0,0,0,0,2,1,0,0,Bobby Okereke58
395,15,54,8,62,0.0,0,2.0,5,1,0,0,0,0,1,0,0,Rock Ya-Sin26
396,11,50,11,61,2.5,15,5.0,3,2,36,35,0,0,1,0,0,Kenny Moore II23
397,13,30,21,51,0.0,0,1.5,3,2,39,26,0,0,1,0,0,Malik Hooker29
398,12,38,12,50,0.0,0,1.0,11,3,0,0,0,0,0,0,0,Pierre Desir35
399,16,33,11,44,11.0,66,15.0,0,0,0,0,0,2,3,0,0,Justin Houston50
400,16,30,7,37,0.0,0,0.0,0,0,0,0,0,2,1,0,0,George Odum30
401,14,20,12,32,3.5,28,7.0,4,0,0,0,0,1,0,0,0,Denico Autry96
402,16,14,16,30,3.0,29,5.0,1,0,0,0,0,0,0,0,0,Grover Stewart90
403,16,21,7,28,3.0,24,7.5,0,0,0,0,0,1,0,0,0,Al-Quadin Muhammad97
404,13,23,3,26,0.0,0,0.0,5,0,0,0,0,1,0,0,0,Marvell Tell III39
405,16,14,3,17,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Margus Hunt
406,11,11,4,15,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Rolan Milligan42
407,16,7,4,11,2.5,5,4.5,1,0,0,0,0,1,0,0,0,Ben Banogu52
408,9,9,2,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Quincy Wilson31
409,16,8,2,10,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Matthew Adams49
410,13,7,0,7,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Ashton Dulin16
411,12,4,3,7,0.0,0,1.0,0,0,0,0,0,0,0,0,0,E.J. Speed45
412,5,6,1,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Shakial Taylor38
413,16,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Zaire Franklin44
414,16,6,0,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Zach Pascal14
415,7,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Trevon Coley93
416,9,3,2,5,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Tyquan Lewis94
417,4,2,3,5,1.5,12,1.5,0,0,0,0,0,1,0,0,0,Kemoko Turay57
418,16,3,1,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Nyheim Hines21
419,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jacoby Brissett7
420,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ryan Kelly78
421,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Mo Alie-Cox81
422,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Anthony Castonzo74
423,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Luke Rhodes46
424,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,T.Y. Hilton13
425,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Eric Ebron85
426,14,1,0,1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Jordan Wilkins20
427,16,57,22,79,0.0,0,5.5,4,2,4,4,0,1,0,0,0,Jarrod Wilson26
428,14,44,27,71,2.0,6,3.0,9,2,66,35,0,0,1,0,0,Ronnie Harrison36
429,11,42,24,66,0.5,4,3.5,4,1,14,14,0,0,0,0,0,Myles Jack44
430,14,50,15,65,0.0,0,1.5,8,1,25,25,0,0,0,0,0,A.J. Bouye21
431,16,37,19,56,6.5,47,12.5,1,0,0,0,0,2,1,1,1,Calais Campbell93
432,16,42,13,55,0.0,0,1.0,13,3,0,0,0,0,0,0,0,Tre Herndon37
433,11,30,18,48,0.0,0,2.0,0,0,0,0,0,0,0,0,0,Quincy Williams56
434,14,31,11,42,2.0,13,4.5,1,0,0,0,0,0,1,0,0,Leon Jacobs48
435,15,32,9,41,2.0,17,5.0,6,0,0,0,0,1,1,0,0,D.J. Hayden25
436,15,36,5,41,8.0,56,15.0,6,1,23,23,1,4,1,0,0,Yannick Ngakoue91
437,13,30,10,40,1.0,8,4.0,1,0,0,0,0,0,0,0,0,Austin Calitro47
438,16,18,15,33,2.0,16,5.5,1,0,0,0,0,1,0,0,0,Taven Bryan90
439,16,15,16,31,2.0,10,3.0,0,0,0,0,0,0,1,0,0,Abry Jones95
440,16,20,8,28,1.0,3,1.0,0,0,0,0,0,1,0,0,0,Andrew Wingard42
441,16,12,5,17,6.0,32,6.0,0,0,0,0,0,0,1,0,0,Dawuane Smoot94
442,3,13,4,17,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Jalen Ramsey20
443,9,31,2,33,0.0,0,1.0,4,1,13,13,0,1,0,0,0,Jalen Ramsey20
444,16,8,5,13,0.0,0,0.0,1,0,0,0,0,0,0,0,1,Cody Davis22
445,11,6,1,7,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Breon Borders48
446,4,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Parry Nickerson35
447,9,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Lerentee McCray55
448,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Brandon Watson40
449,3,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dontavius Russell98
450,15,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dede Westbrook12
451,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ryquell Armstead23
452,5,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Joe Giles-Harris43
453,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Doug Middleton39
454,7,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Michael Walker13
455,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Leonard Fournette27
456,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Devine Ozigbo33
457,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Brandon Linder65
458,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cam Robinson74
459,4,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Josh Oliver89
460,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jawaan Taylor75
461,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,DJ Chark Jr.17
462,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Gardner Minshew II15
463,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Chris Conley18
464,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,A.J. Cann60
465,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Josh Lambo4
466,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dakota Allen53
467,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Carl Davis79
468,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Will Richardson Jr.76
469,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Keelan Cole84
470,16,69,42,111,2.5,13,11.0,0,0,0,0,0,0,1,1,0,Rashaan Evans54
471,14,69,36,105,1.0,1,3.0,8,1,0,0,0,0,1,1,0,Jayon Brown55
472,16,51,33,84,1.0,6,3.5,5,1,2,2,0,0,0,0,0,Kenny Vaccaro24
473,16,60,24,84,0.0,0,2.0,9,5,79,28,0,0,0,0,0,Kevin Byard31
474,16,43,25,68,9.0,53,13.5,1,1,0,0,0,1,2,0,0,Harold Landry III58
475,11,39,6,45,0.0,0,3.0,6,0,0,0,0,0,0,0,0,Adoree' Jackson25
476,14,26,18,44,5.0,42,7.0,0,0,0,0,0,1,2,0,0,Jurrell Casey99
477,16,21,21,42,1.0,0,0.5,3,0,0,0,0,0,0,0,0,DaQuan Jones90
478,16,27,10,37,5.0,21,6.0,2,0,0,0,0,0,1,0,0,Kamalei Correa44
479,14,24,11,35,0.0,0,0.0,2,0,0,0,0,0,0,0,0,LeShaun Sims38
480,9,18,14,32,2.0,7,4.5,1,0,0,0,0,0,0,0,0,Jeffery Simmons98
481,9,25,7,32,0.0,0,1.0,9,2,61,38,1,0,0,0,0,Malcolm Butler21
482,9,18,8,26,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Tye Smith23
483,16,11,12,23,0.0,0,1.0,1,0,0,0,0,0,0,0,1,Austin Johnson98
484,11,13,9,22,1.0,4,2.0,1,0,0,0,0,0,0,0,0,Reggie Gilbert93
485,16,14,5,19,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Amani Hooker37
486,14,9,6,15,0.0,0,3.0,1,0,0,0,0,1,0,0,0,David Long51
487,16,6,4,10,0.0,0,1.0,0,0,0,0,0,0,0,0,2,Dane Cruikshank29
488,2,8,1,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kareem Orr20
489,13,4,4,8,1.5,9,1.5,0,0,0,0,0,0,1,0,0,Isaiah Mack97
490,3,5,1,6,3.0,23,3.0,0,0,0,0,0,0,0,0,0,Derick Roberson50
491,8,6,0,6,0.0,0,0.0,1,0,0,0,0,0,0,0,1,Joshua Kalu46
492,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Darius Jennings11
493,6,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Chris Milton30
494,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kalif Raymond14
495,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jonnu Smith81
496,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jack Conklin78
497,13,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Nate Davis64
498,16,0,3,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Beau Brinkley48
499,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ryan Tannehill17
500,5,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cody Hollister16
501,5,1,1,2,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Matt Dickerson92
502,6,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Khari Blasingame41
503,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,MyCole Pruitt85
504,15,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ben Jones60
505,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,A.J. Brown11
506,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Derrick Henry22
507,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Taylor Lewan77
508,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Rod Smith34
509,3,2,0,2,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Rod Smith34
510,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Greg Joseph7
