,Rank,PASS_CMP,PASS_ATT,PASS_PCT,PASS_YDS,PASS_Y_A,PASS_TD,PASS_INT,PASS_SACKS,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS_G,OWN,Year,PlayerID
185,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,J.T. Barrett16
186,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,J.T. Barrett16
187,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,J.T. Barrett16
188,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,J.T. Barrett16
189,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2013,Nick Mullens4
190,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2014,Nick Mullens4
191,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2015,Nick Mullens4
192,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2016,Nick Mullens4
193,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2017,Nick Mullens4
194,33,176,274,64.2,2277,8.3,13,10,17,18,-16,0,0,8,123.5,15.4,0.20%,2018,Nick Mullens4
195,164,0,0,0,0,0,0,0,0,3,-3,0,0,2,-0.3,-0.2,0.20%,2019,Nick Mullens4
196,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Logan Woodside5
197,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Logan Woodside5
198,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Logan Woodside5
199,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Logan Woodside5
200,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Logan Woodside5
201,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,Logan Woodside5
202,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Logan Woodside5
203,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50%,2013,Josh Rosen3
204,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50%,2014,Josh Rosen3
205,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50%,2015,Josh Rosen3
206,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50%,2016,Josh Rosen3
207,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50%,2017,Josh Rosen3
208,34,217,393,55.2,2278,5.8,11,14,45,23,138,0,5,14,113,8.1,0.50%,2018,Josh Rosen3
209,49,58,109,53.2,567,5.2,1,5,16,3,13,0,0,6,23,3.8,0.50%,2019,Josh Rosen3
210,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80%,2013,Sam Darnold14
211,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80%,2014,Sam Darnold14
212,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80%,2015,Sam Darnold14
213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80%,2016,Sam Darnold14
214,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80%,2017,Sam Darnold14
215,27,239,414,57.7,2865,6.9,17,15,30,44,138,1,2,13,168.4,13,3.80%,2018,Sam Darnold14
216,27,273,441,61.9,3024,6.9,19,13,33,33,62,2,3,13,202.1,15.5,3.80%,2019,Sam Darnold14
217,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.30%,2013,Baker Mayfield6
218,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.30%,2014,Baker Mayfield6
219,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.30%,2015,Baker Mayfield6
220,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.30%,2016,Baker Mayfield6
221,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.30%,2017,Baker Mayfield6
222,16,310,486,63.8,3725,7.7,27,14,25,39,131,0,3,14,240,17.1,30.30%,2018,Baker Mayfield6
223,19,317,534,59.4,3827,7.2,22,21,40,28,141,3,2,16,250.3,15.6,30.30%,2019,Baker Mayfield6
224,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%,2013,Taysom Hill7
225,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%,2014,Taysom Hill7
226,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%,2015,Taysom Hill7
227,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%,2016,Taysom Hill7
228,88,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2.60%,2017,Taysom Hill7
229,44,3,7,42.9,64,9.1,0,1,1,37,196,2,1,16,30.6,1.9,2.60%,2018,Taysom Hill7
230,36,3,6,50,55,9.2,0,0,1,27,156,1,0,16,83.2,5.2,2.60%,2019,Taysom Hill7
231,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2013,Lamar Jackson21
232,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2013,Lamar Jackson8
233,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2014,Lamar Jackson21
234,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2014,Lamar Jackson8
235,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2015,Lamar Jackson21
236,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2015,Lamar Jackson8
237,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2016,Lamar Jackson21
238,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2016,Lamar Jackson8
239,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2017,Lamar Jackson21
240,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.70%,2017,Lamar Jackson8
241,29,99,170,58.2,1201,7.1,6,3,16,147,697,5,4,16,157.8,9.9,99.70%,2018,Lamar Jackson21
242,29,99,170,58.2,1201,7.1,6,3,16,147,697,5,4,16,157.8,9.9,99.70%,2018,Lamar Jackson8
243,1,265,401,66.1,3127,7.8,36,6,23,176,1206,7,2,15,421.7,28.1,99.70%,2019,Lamar Jackson21
244,1,265,401,66.1,3127,7.8,36,6,23,176,1206,7,2,15,421.7,28.1,99.70%,2019,Lamar Jackson8
245,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2013,Josh Allen41
246,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2013,Josh Allen17
247,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2014,Josh Allen41
248,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2014,Josh Allen17
249,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2015,Josh Allen41
250,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2015,Josh Allen17
251,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2016,Josh Allen41
252,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2016,Josh Allen17
253,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2017,Josh Allen41
254,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80%,2017,Josh Allen17
255,21,169,320,52.8,2074,6.5,10,12,28,89,631,8,2,12,208.1,17.3,92.80%,2018,Josh Allen41
256,21,169,320,52.8,2074,6.5,10,12,28,89,631,8,2,12,208.1,17.3,92.80%,2018,Josh Allen17
257,6,271,461,58.8,3089,6.7,20,9,38,109,510,9,4,16,297.5,18.6,92.80%,2019,Josh Allen41
258,6,271,461,58.8,3089,6.7,20,9,38,109,510,9,4,16,297.5,18.6,92.80%,2019,Josh Allen17
259,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,2013,Cooper Rush7
260,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,2014,Cooper Rush7
261,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,2015,Cooper Rush7
262,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%,2016,Cooper Rush7
263,62,1,3,33.3,2,0.7,0,0,0,2,13,0,0,2,1.4,0.7,0.30%,2017,Cooper Rush7
264,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.30%,2018,Cooper Rush7
265,66,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.30%,2019,Cooper Rush7
266,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Kevin Davidson10
267,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Kevin Davidson10
268,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Kevin Davidson10
269,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Kevin Davidson10
270,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Kevin Davidson10
271,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Kevin Davidson10
272,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Kevin Davidson10
273,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,C.J. Beathard3
274,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,C.J. Beathard3
275,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,C.J. Beathard3
276,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,C.J. Beathard3
277,33,123,224,54.9,1430,6.4,4,6,19,26,136,3,2,7,88.8,12.7,0.00%,2017,C.J. Beathard3
278,37,102,169,60.4,1252,7.4,8,7,18,19,69,1,3,6,75,12.5,0.00%,2018,C.J. Beathard3
279,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2019,C.J. Beathard3
280,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.50%,2013,Carson Wentz11
281,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.50%,2014,Carson Wentz11
282,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.50%,2015,Carson Wentz11
283,24,379,607,62.4,3782,6.2,16,14,33,46,150,2,3,16,213,13.3,90.50%,2016,Carson Wentz11
284,5,265,440,60.2,3296,7.5,33,7,28,64,299,0,3,13,283.7,21.8,90.50%,2017,Carson Wentz11
285,23,279,401,69.6,3074,7.7,21,7,31,34,93,0,6,11,192.4,17.5,90.50%,2018,Carson Wentz11
286,9,388,607,63.9,4039,6.7,27,7,37,62,243,1,7,16,282.9,17.7,90.50%,2019,Carson Wentz11
287,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30%,2013,Jacoby Brissett7
288,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30%,2014,Jacoby Brissett7
289,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30%,2015,Jacoby Brissett7
290,44,34,55,61.8,400,7.3,0,0,6,16,83,1,1,3,28.3,9.4,1.30%,2016,Jacoby Brissett7
291,20,276,469,58.8,3098,6.6,13,7,52,63,260,4,3,16,206,12.9,1.30%,2017,Jacoby Brissett7
292,166,2,4,50,2,0.5,0,0,0,7,-7,0,0,4,-0.6,-0.2,1.30%,2018,Jacoby Brissett7
293,24,272,447,60.9,2942,6.6,18,6,27,56,228,4,5,15,222.7,14.8,1.30%,2019,Jacoby Brissett7
294,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Jeff Driskel9
295,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Jeff Driskel9
296,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Jeff Driskel9
297,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Jeff Driskel9
298,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Jeff Driskel9
299,35,105,177,59.3,1003,5.7,6,2,16,25,130,2,1,9,85.1,9.5,0.10%,2018,Jeff Driskel9
300,38,62,105,59,685,6.5,4,4,11,22,151,1,0,4,61.2,15.3,0.10%,2019,Jeff Driskel9
301,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.20%,2013,Dak Prescott4
302,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.20%,2014,Dak Prescott4
303,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.20%,2015,Dak Prescott4
304,6,311,459,67.8,3667,8,23,4,25,57,282,6,4,16,287.1,17.9,96.20%,2016,Dak Prescott4
305,10,308,490,62.9,3324,6.8,22,13,32,57,357,6,3,16,260.8,16.3,96.20%,2017,Dak Prescott4
306,10,356,526,67.7,3884,7.4,22,8,56,75,305,6,6,16,285.7,17.9,96.20%,2018,Dak Prescott4
307,2,388,596,65.1,4902,8.2,30,11,23,52,277,3,2,16,348.9,21.8,96.20%,2019,Dak Prescott4
308,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.70%,2013,Jared Goff16
309,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.70%,2014,Jared Goff16
310,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.70%,2015,Jared Goff16
311,37,112,205,54.6,1089,5.3,5,7,26,8,16,1,2,7,53.2,7.6,36.70%,2016,Jared Goff16
312,12,296,477,62.1,3804,8,28,7,25,28,51,1,3,15,255.5,17,36.70%,2017,Jared Goff16
313,7,364,561,64.9,4688,8.4,32,12,33,43,108,2,5,16,310.3,19.4,36.70%,2018,Jared Goff16
314,13,394,626,62.9,4638,7.4,22,16,22,33,40,2,5,16,263.5,16.5,36.70%,2019,Jared Goff16
315,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Paxton Lynch5
316,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Paxton Lynch5
317,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Paxton Lynch5
318,43,49,83,59,497,6,2,1,9,11,25,0,0,3,28.4,9.5,0.00%,2016,Paxton Lynch5
319,49,30,45,66.7,295,6.6,2,3,9,5,30,0,1,2,15.1,7.6,0.00%,2017,Paxton Lynch5
320,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Paxton Lynch5
321,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Paxton Lynch5
322,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Davis Webb7
323,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Davis Webb7
324,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Davis Webb7
325,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Davis Webb7
326,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Davis Webb7
327,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Davis Webb7
328,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Davis Webb7
329,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Joshua Dobbs11
330,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Joshua Dobbs11
331,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Joshua Dobbs11
332,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Joshua Dobbs11
333,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Joshua Dobbs11
334,62,6,12,50,43,3.6,0,1,0,4,11,0,0,5,0.9,0.2,0.10%,2018,Joshua Dobbs11
335,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%,2019,Joshua Dobbs11
336,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Chad Kelly6
337,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Chad Kelly6
338,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Chad Kelly6
339,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Chad Kelly6
340,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Chad Kelly6
341,163,0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.00%,2018,Chad Kelly6
342,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2019,Chad Kelly6
343,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2013,Nathan Peterman3
344,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2014,Nathan Peterman3
345,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2015,Nathan Peterman3
346,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2016,Nathan Peterman3
347,52,24,49,49,252,5.1,2,5,1,7,23,0,0,4,10.4,2.6,0.20%,2017,Nathan Peterman3
348,51,44,81,54.3,297,3.7,1,7,7,10,49,1,0,4,12.8,3.2,0.20%,2018,Nathan Peterman3
349,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2019,Nathan Peterman3
350,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90%,2013,Patrick Mahomes15
351,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90%,2014,Patrick Mahomes15
352,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90%,2015,Patrick Mahomes15
353,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90%,2016,Patrick Mahomes15
354,51,22,35,62.9,284,8.1,0,1,2,7,10,0,0,1,10.4,10.4,99.90%,2017,Patrick Mahomes15
355,1,383,580,66,5097,8.8,50,12,26,60,272,2,2,16,417,26.1,99.90%,2018,Patrick Mahomes15
356,8,319,484,65.9,4031,8.3,26,5,17,43,218,2,2,14,291.9,20.9,99.90%,2019,Patrick Mahomes15
357,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60%,2013,Deshaun Watson4
358,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60%,2014,Deshaun Watson4
359,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60%,2015,Deshaun Watson4
360,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60%,2016,Deshaun Watson4
361,26,126,204,61.8,1699,8.3,19,8,19,36,269,2,1,7,168.8,24.1,99.60%,2017,Deshaun Watson4
362,4,345,505,68.3,4165,8.2,26,9,62,99,551,5,3,16,331.9,20.7,99.60%,2018,Deshaun Watson4
363,5,333,495,67.3,3852,7.8,26,12,44,82,413,7,3,15,332,22.1,99.60%,2019,Deshaun Watson4
364,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Mike White5
365,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Mike White5
366,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Mike White5
367,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Mike White5
368,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Mike White5
369,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Mike White5
370,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Mike White5
371,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Nate Sudfeld7
372,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Nate Sudfeld7
373,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Nate Sudfeld7
374,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Nate Sudfeld7
375,56,19,23,82.6,134,5.8,0,0,3,1,22,0,0,1,7.6,7.6,0.10%,2017,Nate Sudfeld7
376,57,1,2,50,22,11,1,0,0,2,-2,0,0,2,4.7,2.4,0.10%,2018,Nate Sudfeld7
377,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%,2019,Nate Sudfeld7
378,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Nick Tiano
379,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Nick Tiano
380,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Nick Tiano
381,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Nick Tiano
382,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Nick Tiano
383,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Nick Tiano
384,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Nick Tiano
385,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Jake Rudock5
386,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Jake Rudock5
387,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Jake Rudock5
388,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Jake Rudock5
389,177,3,5,60,24,4.8,0,1,0,0,0,0,0,3,-1,-0.3,0.00%,2017,Jake Rudock5
390,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Jake Rudock5
391,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Jake Rudock5
392,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,DeShone Kizer14
393,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,DeShone Kizer14
394,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,DeShone Kizer14
395,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,DeShone Kizer14
396,25,255,476,53.6,2894,6.1,11,22,38,77,419,5,6,15,175.9,11.7,0.00%,2017,DeShone Kizer14
397,56,20,42,47.6,187,4.5,0,2,4,5,39,0,1,3,5.4,1.8,0.00%,2018,DeShone Kizer14
398,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,DeShone Kizer14
399,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Case Cookus15
